   5.90300001E+12   0.00000000       0.00000000    
   5.85221066E+12   1.58072463E+10   4.83276032E+09
   5.85214145E+12   3.16143657E+10   9.66548173E+09
   5.85202611E+12   4.74212434E+10   1.44981299E+10
   5.85186358E+12   6.32277361E+10   1.93306604E+10
   5.85165544E+12   7.90395208E+10   2.41648087E+10
   5.85140063E+12   9.48460421E+10   2.89973473E+10
   5.85109969E+12   1.10651826E+11   3.38296607E+10
   5.85075209E+12   1.26456734E+11   3.86617057E+10
   5.85035887E+12   1.42260650E+11   4.34934497E+10
   5.84991952E+12   1.58063444E+11   4.83248456E+10
   5.84943351E+12   1.73864960E+11   5.31558605E+10
   5.84890083E+12   1.89665133E+11   5.79864535E+10
   5.84832254E+12   2.05463765E+11   6.28165796E+10
   5.84769759E+12   2.21260759E+11   6.76462060E+10
   5.84702650E+12   2.37056049E+11   7.24753121E+10
   5.84630927E+12   2.52849471E+11   7.73038490E+10
   5.84554539E+12   2.68640862E+11   8.21317632E+10
   5.84473536E+12   2.84430107E+11   8.69590139E+10
   5.84387972E+12   3.00217139E+11   9.17856010E+10
   5.84297690E+12   3.16001812E+11   9.66114591E+10
   5.84202846E+12   3.31783963E+11   1.01436539E+11
   5.84103389E+12   3.47563524E+11   1.06260840E+11
   5.83999265E+12   3.63340235E+11   1.11084274E+11
   5.83890633E+12   3.79114160E+11   1.15906839E+11
   5.83777282E+12   3.94885071E+11   1.20728494E+11
   5.83659317E+12   4.10652803E+11   1.25549167E+11
   5.83536791E+12   4.26417357E+11   1.30368881E+11
   5.83409546E+12   4.42178470E+11   1.35187538E+11
   5.83277792E+12   4.57936077E+11   1.40005114E+11
   5.83141320E+12   4.73690079E+11   1.44821600E+11
   5.83000339E+12   4.89440346E+11   1.49636940E+11
   5.82854692E+12   5.05186779E+11   1.54451116E+11
   5.82704431E+12   5.20929182E+11   1.59264047E+11
   5.82549609E+12   5.36667455E+11   1.64075717E+11
   5.82390120E+12   5.52401502E+11   1.68886108E+11
   5.82226123E+12   5.68131191E+11   1.73695156E+11
   5.82057460E+12   5.83856488E+11   1.78502844E+11
   5.81884078E+12   5.99576871E+11   1.83309058E+11
   5.81706187E+12   6.15292666E+11   1.88113863E+11
   5.81523735E+12   6.31003742E+11   1.92917225E+11
   5.81336616E+12   6.46709641E+11   1.97718999E+11
   5.81144989E+12   6.62410559E+11   2.02519233E+11
   5.80948643E+12   6.78106104E+11   2.07317844E+11
   5.80747788E+12   6.93796274E+11   2.12114833E+11
   5.80542372E+12   7.09481267E+11   2.16910201E+11
   5.80332290E+12   7.25160296E+11   2.21703782E+11
   5.80117647E+12   7.40833690E+11   2.26495594E+11
   5.79898389E+12   7.56501119E+11   2.31285637E+11
   5.79674571E+12   7.72162781E+11   2.36073878E+11
   5.79446191E+12   7.87818349E+11   2.40860266E+11
   5.79213145E+12   8.03467428E+11   2.45644673E+11
   5.78975642E+12   8.19110412E+11   2.50427212E+11
   5.78733474E+12   8.34746712E+11   2.55207686E+11
   5.78486744E+12   8.50376393E+11   2.59986178E+11
   5.78235453E+12   8.65999585E+11   2.64762671E+11
   5.77979600E+12   8.81615831E+11   2.69537034E+11
   5.77719134E+12   8.97225130E+11   2.74309284E+11
   5.77454106E+12   9.12827286E+11   2.79079322E+11
   5.77184517E+12   9.28422101E+11   2.83847131E+11
   5.76910367E+12   9.44009773E+11   2.88612778E+11
   5.76631656E+12   9.59589843E+11   2.93376066E+11
   5.76348383E+12   9.75162507E+11   2.98137125E+11
   5.76060601E+12   9.90727307E+11   3.02895759E+11
   5.75768206E+12   1.00628411E+12   3.07651969E+11
   5.75471301E+12   1.02183325E+12   3.12405787E+11
   5.75169836E+12   1.03737426E+12   3.17157179E+11
   5.74863756E+12   1.05290688E+12   3.21905951E+11
   5.74553116E+12   1.06843144E+12   3.26652297E+11
   5.74238124E+12   1.08394735E+12   3.31395990E+11
   5.73918413E+12   1.09945468E+12   3.36137060E+11
   5.73594246E+12   1.11495361E+12   3.40875575E+11
   5.73265465E+12   1.13044357E+12   3.45611305E+11
   5.72932227E+12   1.14592435E+12   3.50344249E+11
   5.72594428E+12   1.16139622E+12   3.55074474E+11
   5.72252068E+12   1.17685892E+12   3.59801913E+11
   5.71905304E+12   1.19231244E+12   3.64526535E+11
   5.71553926E+12   1.20775639E+12   3.69248240E+11
   5.71197987E+12   1.22319090E+12   3.73967028E+11
   5.70837592E+12   1.23861559E+12   3.78682802E+11
   5.70472740E+12   1.25403057E+12   3.83395660E+11
   5.70103221E+12   1.26943560E+12   3.88105437E+11
   5.69729299E+12   1.28483053E+12   3.92812167E+11
   5.69350868E+12   1.30021550E+12   3.97515817E+11
   5.68967981E+12   1.31559011E+12   4.02216321E+11
   5.68580532E+12   1.33095424E+12   4.06913614E+11
   5.68188522E+12   1.34630788E+12   4.11607663E+11
   5.67792160E+12   1.36165104E+12   4.16298533E+11
   5.67391289E+12   1.37698332E+12   4.20986061E+11
   5.66985857E+12   1.39230459E+12   4.25670246E+11
   5.66576022E+12   1.40761498E+12   4.30351090E+11
   5.66161624E+12   1.42291422E+12   4.35028591E+11
   5.65742771E+12   1.43820246E+12   4.39702651E+11
   5.65319513E+12   1.45347877E+12   4.44373107E+11
   5.64891746E+12   1.46874420E+12   4.49040187E+11
   5.64459523E+12   1.48399771E+12   4.53703696E+11
   5.64022791E+12   1.49923942E+12   4.58363535E+11
   5.63581655E+12   1.51446920E+12   4.63019737E+11
   5.63136011E+12   1.52968731E+12   4.67672367E+11
   5.62685962E+12   1.54489310E+12   4.72321262E+11
